Unit,Plot,Class,Azimuth,Distance,Code,DBH,Height
2,I3,O,145,11.11,SAS,7.5,(blank)
2,K6,O,257,10.79,SAS,7.5,14.4
2,E3,O,249,11.3,REM,7.4,(blank)
2,J3,O,330,8.88,SUM,7.4,(blank)
2,P4,O,187,14.75,BAS,7.4,18.9
2,C5,O,124,14.42,SAS,7.3,(blank)
2,F1,O,155,13.02,SUM,7.3,(blank)
2,O5,O,48,9.45,AMB,7.3,(blank)
2,D1,O,68,9.48,SUM,7.2,(blank)
2,F5,O,102,5.9,SUM,7.2,(blank)
2,G2,O,325,12.05,SUM,7.2,(blank)
2,R6,D,316,10.52,SAS,7.2,5.3
2,I3,D,267,16.63,SAS,7.1,8.1
2,C1,D,236,11.74,SAS,7,4.5
2,E5,D,252,5.15,SAS,7,7.1
2,C1,D,1,15.74,TUP,6.8,13.9
2,E7,D,NA,14.47,REM,,(blank)
2,G2,D,NA,NA,TUP,,(blank)
2,H4,D,NA,NA,UNK,,NA
2,I3,D,NA,NA,SAS,,(blank)
2,I4,D,NA,NA,SAS,,(blank)
2,L4,D,NA,NA,AMB,,NA
2,R5,D,NA,NA,SUM,,NA
2,R6,D,NA,NA,SAS,,NA
2,H7,O,87,7.83,SUM,8,18.1
2,D6,O,320,15.76,PIH,7.8,(blank)
2,C1,O,307,9.68,SUM,7.5,(blank)
2,E6,O,198,8.17,CHO,7.4,(blank)
2,G4,O,212,14.43,CHO,7.4,18.7
2,K3,O,59,13.79,SUM,7.4,22.2
2,E5,O,82,13.28,SUM,7.3,(blank)
2,H5,O,332,6.83,REM,7.3,18.8
2,K3,O,145,12.1,SUM,7.3,
2,H3,O,357,13.49,SAS,7.2,(blank)
2,H4,O,21,17,SUM,7.2,21.9
2,C5,O,276,13.41,PIH,7.1,(blank)
2,D1,O,10,6.5,SUM,7.1,(blank)
2,E5,O,212,17.7,SAS,7.1,(blank)
2,R5,O,186,3.67,SUM,7.1,(blank)
2,Q6,D,168,6.86,SAS,7,11.9
2,K4,D,335,8.43,FLD,5.8,9.4
2,H5,D,NA,NA,TUP,,(blank)
2,I3,D,NA,NA,SAS,,(blank)
2,I4,D,NA,NA,SAS,,(blank)
2,J2,D,NA,NA,BAS,,(blank)
2,N4,O,32,6.17,SAS,8.5,(blank)
2,M4,O,343,12.35,BLG,8.2,(blank)
2,E7,O,115,15.76,CHO,8.1,(blank)
2,C6,O,225,16.44,AMB,8,
2,H3,O,0,16.4,SUM,8,(blank)
2,C5,O,13,10.82,AMB,7.9,(blank)
2,G2,O,18,7.09,SUM,7.8,21
2,I4,O,271,16.45,REM,7.7,18.9
2,N4,O,96,3.31,SUM,7.6,17.9
2,A6,O,240,15.61,SCO,7.5,(blank)
2,G2,O,284,7.92,REE,7.5,19.7
2,J2,O,50,10.15,SUM,7.5,(blank)
2,K3,O,217,15.8,SUM,7.5,
2,F3,O,283,16.01,REM,7.4,(blank)
2,J3,O,287,9.46,SUM,7.4,18.9
2,Q7,O,143,10.74,SUM,7.4,20.4
2,H7,O,318,16.51,REM,7.3,(blank)
2,J3,O,74,8.31,CHO,7.3,(blank)
2,K3,O,271,2.68,SUM,7.3,15.7
2,E6,O,204,16.19,REM,7.2,(blank)
2,O4,O,329,17.59,AMB,7.2,(blank)
2,S5,O,254,11.7,SUM,7.2,(blank)
2,H6,O,241,7.07,PIH,7.1,(blank)
2,P4,O,100,5.09,SUM,7.1,19.1
2,Q7,O,5,12.17,SUM,7.1,(blank)
2,F5,O,124,17,SUM,7,(blank)
2,H3,D,356,13.3,SAS,7,7.5
2,H6,O,34,14.7,SUM,7,(blank)
2,C1,O,270,17.12,SUM,6.9,25.3
2,G4,D,18,NA,SAS,6.8,8.9
2,H4,D,189,7.17,SAS,6.8,15.3
2,I3,D,319,12,SAS,6.8,7.6
2,B6,,NA,NA,VIP,,(blank)
2,C5,D,NA,NA,PIH,,(blank)
2,P6,D,NA,NA,SAS,,(blank)
2,L4,O,216,15.93,TUP,27.8,(blank)
2,I4,D,40,11.13,SAS,8.2,13.2
2,I2,O,141,6.93,AMB,7.8,(blank)
2,H3,O,337,15.11,SAS,7.6,(blank)
2,D7,O,100,16.72,SCO,7.5,19.6
2,H2,O,318,16.49,SUM,7.5,(blank)
2,I2,O,36,17.39,SUM,7.5,(blank)
2,H5,O,67,6.96,REM,7.4,17.8
2,C6,O,22,14.94,REM,7.3,
2,L5,O,222,13.56,SUM,7.3,(blank)
2,Q6,D,280,6.53,PIN,7.3,12.2
2,D6,O,20,11.29,CHO,7.2,(blank)
2,Q7,O,119,8.34,BLG,7.2,(blank)
2,J2,O,40,7.65,SUM,7.1,(blank)
2,O4,O,17,0.72,SUM,7.1,20.8
2,H2,O,265,15.6,SUM,7,(blank)
2,I5,O,260,13.32,SUM,7,(blank)
2,J3,O,280,13.39,SUM,7,(blank)
2,B5,O,263,17.4,PIH,6.9,19.7
2,C5,D,108,6.89,SAS,6.9,8.4
2,J2,D,340,12.32,BLA,6.9,16.9
2,H6,O,277,11.93,PIH,6.8,20.4
2,L3,D,240,16.77,TUP,6.8,9.4
2,N4,D,80,1.64,BAS,6.8,12.8
2,O4,D,97,16.02,SUM,6.7,3
2,P5,O,198,16.86,SUM,6.7,(blank)
2,F2,D,305,16.1,SAS,5.9,15.5
2,C7,D,NA,NA,TUP,,(blank)
2,C7,D,NA,NA,TUP,,(blank)
2,I4,D,NA,NA,SAS,,(blank)
2,I4,D,NA,NA,SAS,,(blank)
2,J5,D,NA,NA,REM,,(blank)
2,A6,O,124,5.81,VIP,10.2,24
2,G2,O,167,12.7,TUP,9,24.3
2,I3,O,340,10.09,REM,8.5,(blank)
2,C7,O,244,14.38,SUM,7.6,19.1
2,I6,O,187,12.86,REM,7.5,(blank)
2,G7,O,71,12.19,CHO,7.4,(blank)
2,J4,O,84,15.58,SAS,7.4,(blank)
2,B6,O,273,10.82,VIP,7.3,(blank)
2,G7,O,29,17.51,REM,7.3,(blank)
2,F2,O,317,17.1,SUM,7.2,(blank)
2,M4,O,50,14.5,SUM,7.1,(blank)
2,D7,O,118,15.49,CHO,7,(blank)
2,I3,D,253,9.49,SAS,6.9,8
2,Q7,O,358,10.9,SUM,6.9,(blank)
2,D1,O,113,12.63,SUM,6.8,12.5
2,L3,O,29,8.77,PIH,6.8,(blank)
2,K4,O,110,1.2,AMB,6.7,(blank)
2,C5,O,33,15.16,PIH,6.6,(blank)
2,C7,O,189,15.38,SUM,6.1,(blank)
2,D1,D,NA,NA,UNK,,NA
2,E1,D,NA,NA,SAS,,NA
2,H5,D,NA,NA,SAS,,(blank)
2,I3,D,NA,NA,SAS,,
2,I4,D,NA,NA,REM,,(blank)
2,J4,D,NA,NA,SAS,,(blank)
2,Q4,D,NA,NA,BAS,,NA
2,R6,D,NA,NA,TUP,,(blank)
2,H4,O,150,6.17,SUM,7.8,(blank)
2,E7,O,240,16.77,REM,7.6,(blank)
2,C7,O,151,15.33,SUM,7.5,(blank)
2,E7,O,141,15.69,CHO,7.4,(blank)
2,F1,O,290,10.58,SHH,7.4,(blank)
2,G2,O,117,15.42,SUM,7.4,(blank)
2,C7,O,4,11.89,SUM,7.3,22.2
2,A6,D,191,17.71,TUP,7.2,9.9
2,B6,O,162,11.36,BLO,7.2,(blank)
2,C6,O,180,9.15,CHO,7.2,15.4
2,H7,O,107,13.04,PIH,7.2,(blank)
2,C5,O,72,14.27,PIH,7.1,(blank)
2,G5,O,120,15.94,REM,7.1,(blank)
2,B4,O,35,17.26,SUM,7,(blank)
2,F3,O,167,11.28,SUM,6.9,(blank)
2,H6,O,298,5.36,PIH,6.9,(blank)
2,N4,O,335,4.89,SUM,6.9,22.3
2,Q4,O,293,17.24,REE,6.9,(blank)
2,Q7,O,57,13.81,SUM,6.9,(blank)
2,E1,O,44,3.52,SUM,6.8,(blank)
2,I5,O,267,15.63,SUM,6.8,(blank)
2,L3,O,149,12.7,PIH,6.8,(blank)
2,N4,O,331,17.77,SUM,6.8,(blank)
2,Q7,O,326,4.99,SUM,6.8,(blank)
2,I3,D,272,11.13,SAS,6.6,8.4
2,P5,O,209,12.17,SUM,6.6,(blank)
2,D1,O,26,11.96,SUM,6.5,(blank)
2,C1,D,NA,NA,SAS,,(blank)
2,E3,D,NA,NA,SUM,,
2,H3,D,NA,NA,SAS,,NA
2,O5,D,NA,NA,TUP,,(blank)
2,D6,O,310,17.49,REM,7.5,(blank)
2,F7,O,260,6,TUP,7.4,16.8
2,A6,O,151,5.77,SCO,7.2,(blank)
2,C5,O,326,16.51,AMB,7.2,(blank)
2,E7,O,95,15.36,PIH,7.2,18.3
2,O5,O,150,13.09,TUP,7.2,(blank)
2,N4,O,146,16.01,AMB,7.1,(blank)
2,F3,O,226,11.47,SUM,7,23.4
2,H6,O,84,16.55,SUM,7,(blank)
2,B5,O,226,13.43,PIH,6.9,(blank)
2,B6,O,253,10.34,VIP,6.9,(blank)
2,D1,O,301,16.94,SUM,6.9,(blank)
2,D3,O,200,13.91,REM,6.9,(blank)
2,H6,O,170,14.25,SAS,6.9,(blank)
2,S5,O,216,3.46,REM,6.9,(blank)
2,J5,O,120,12.3,REM,6.8,16.9
2,P4,O,208,17.2,SUM,6.8,(blank)
2,B6,O,231,15.2,VIP,6.7,(blank)
2,C7,O,120,11.01,IRO,6.7,(blank)
2,J3,O,1,17.02,SUM,6.7,(blank)
2,G7,D,90,16.13,CHO,6.2,14.1
2,E7,D,NA,16.1,CHO,,(blank)
2,Q4,D,NA,NA,UNK,,NA
2,F7,O,320,4.74,TUP,10.5,(blank)
2,I2,O,176,16.16,REM,8,(blank)
2,F6,O,135,15.7,REM,7.8,(blank)
2,Q6,O,70,15.06,SUM,7.7,(blank)
2,D4,O,166,11.07,REM,7.6,(blank)
2,I2,O,329,16.88,SUM,7.5,(blank)
2,C1,O,202,13.27,AMB,7.4,(blank)
2,I4,O,280,12.09,SAS,7.4,(blank)
2,F7,O,355,8.79,REM,7.3,17.2
2,P6,O,135,16.2,AMB,7.2,(blank)
2,G7,O,56,8.98,REM,7.1,(blank)
2,H4,O,147,16.59,REM,7,(blank)
2,H4,O,328,6.39,SUM,7,(blank)
2,C1,O,188,10.7,SUM,6.9,(blank)
2,E7,O,227,10.23,TUP,6.9,(blank)
2,I3,O,65,6.61,SAS,6.8,(blank)
2,I3,O,286,13.86,SAS,6.8,19
2,L3,O,115,11.72,PIH,6.8,(blank)
2,M3,O,228,16.71,AMB,6.8,(blank)
2,G2,O,50,8.85,SUM,6.7,(blank)
2,G3,O,185,8.8,SUM,6.7,21.4
2,H2,O,90,10.27,SUM,6.7,(blank)
2,J5,O,70,13.1,PIH,6.7,(blank)
2,P5,O,90,15.99,SUM,6.7,19.2
2,D4,O,24,17.71,CHO,6.6,(blank)
2,D4,O,39,4.24,CHO,6.6,(blank)
2,F6,D,107,14.14,BLC,6.6,11.4
2,S5,O,276,8.51,REM,6.6,(blank)
2,I3,D,92,3.3,SAS,6.3,missing
2,R5,O,77,12.72,SUM,6.3,17.5
2,E1,D,193,14.93,REE,6.2,3.8
2,F4,D,100,15.83,CHO,6.1,8.6
2,P6,D,85,15.21,SAS,6.1,8.4
2,I3,D,110,12.84,SAS,5.9,9.1
2,E3,D,147,8.21,SAS,5.7,8
2,C4,D,NA,NA,WHO,,NA
2,C6,D,NA,NA,CHO,,NA
2,C6,D,NA,NA,SAS,,NA
2,F1,D,NA,NA,TUP,,(blank)
2,H3,D,NA,NA,SAS,,NA
2,I3,D,NA,NA,SAS,,(blank)
2,K4,D,NA,NA,SAS,,(blank)
2,L5,D,NA,NA,WHO,,(blank)
2,J4,D,239,12.73,SAS,8.1,6.1
2,Q6,O,354,7.34,SUM,7.7,20.8
2,E7,O,96,8.63,SCO,7.6,18.3
2,Q4,O,39,7.04,BAS,7.6,(blank)
2,I4,O,196,10.21,REM,7.3,(blank)
2,K4,O,85,7.51,REM,7.3,(blank)
2,R6,O,191,16.32,AMB,7.3,(blank)
2,C7,O,54,9.3,SUM,7.2,(blank)
2,G4,O,95,14.12,REM,7.1,(blank)
2,J5,O,270,15.72,SUM,6.9,(blank)
2,E3,O,217,15.18,SUM,6.6,(blank)
2,J3,O,25,10.67,SUM,6.6,(blank)
2,C5,O,313,17.3,BLG,6.5,(blank)
2,E3,O,67,13.02,REM,6.5,(blank)
2,F5,O,1,6.23,SUM,6.5,16.7
2,J3,O,236,17.15,SUM,6.5,(blank)
2,Q7,O,92,5.09,SUM,6.5,(blank)
2,R5,O,37,16.58,SUM,6.5,(blank)
2,B6,D,110,12.82,SHH,6.4,11
2,F3,O,239,6.84,CHO,6.4,(blank)
2,G2,O,320,16.61,SUM,6.4,(blank)
2,A6,O,213,7.6,VIP,6.3,(blank)
2,I3,D,195,12.72,SAS,6.2,8.4
2,J5,D,260,8.17,CHO,6.2,13.3
2,I3,D,101,7.84,SAS,6,11.2
2,K6,D,148,5.53,SAS,6,2.4
2,E5,D,292,12.35,SAS,5.7,4.7
2,J4,D,34,16.86,SAS,5.1,6.7
2,I5,O,293,12.64,SHH,6.4,(blank)
2,I3,D,198,7.51,SAS,5.4,2.4
2,C1,D,NA,NA,SAS,,(blank)
2,D1,D,NA,NA,SAS,,(blank)
2,J4,D,NA,NA,FLD,,(blank)
2,P4,D,NA,NA,UNK,,NA
2,P5,D,NA,NA,TUP,,(blank)
2,G6,O,134,9.98,REM,7.9,(blank)
2,F6,O,88,15.39,SUM,7.8,(blank)
2,E7,O,69,4.65,BLO,7.4,(blank)
2,E7,O,349,11.34,CHO,7.4,(blank)
2,I3,O,334,12.47,REM,7.3,(blank)
2,F7,O,129,8.22,CHO,7.2,(blank)
2,C6,O,32,10.8,REM,7.1,
2,E7,O,141,15.1,CHO,7.1,(blank)
2,F7,O,46,15.38,REM,7,(blank)
2,F1,O,114,14.06,REE,6.9,(blank)
2,B4,O,1,17.74,AMB,6.8,(blank)
2,D7,O,103,14.16,CHO,6.8,(blank)
2,K6,O,337,13.16,REM,6.8,(blank)
2,A6,O,338,9.14,SCO,6.7,(blank)
2,B6,O,33,13.98,VIP,6.6,(blank)
2,I4,O,297,11.77,SAS,6.6,16.4
2,D1,O,314,13.71,SUM,6.5,(blank)
2,D7,O,0,4.53,WHO,6.5,(blank)
2,E5,O,277,17.81,REM,6.5,(blank)
2,A5,O,38,10.98,SUM,6.4,(blank)
2,C5,O,321,7.45,SHH,6.4,18.8
2,D6,O,10,14.68,PIH,6.4,(blank)
2,R5,O,119,14.3,SUM,6.4,(blank)
2,D3,O,205,14.78,REM,6.3,(blank)
2,I3,D,292,14.23,SAS,6.3,6.3
2,J5,O,81,16.32,WHA,6.3,(blank)
2,I3,O,220,6.92,SAS,6.2,(blank)
2,Q5,O,8,2.89,SUM,6.2,19.1
2,H3,D,39,10.25,SAS,6.1,3.8
2,I3,D,99,13.45,SAS,6.1,2.6
2,J4,D,24,7.65,SAS,6,5.1
2,J4,D,76,3.66,SAS,5.4,8.2
2,G5,O,290,10.8,SUM,6.4,17
2,A6,D,NA,NA,VIP,,NA
2,B4,D,NA,NA,CHO,,(blank)
2,C6,D,NA,NA,CHO,,NA
2,I3,D,NA,NA,SAS,,(blank)
2,I4,D,NA,NA,SAS,,(blank)
2,J4,D,NA,NA,SAS,,(blank)
2,J4,D,NA,NA,SAS,,(blank)
2,K4,D,NA,NA,SAS,,(blank)
2,I6,O,319,17.84,REM,7.7,(blank)
2,I2,O,254,11.66,TUP,7.4,(blank)
2,E7,O,169,15.61,CHO,7.2,20.2
2,F7,O,206,16.18,CHO,6.9,(blank)
2,I2,O,202,13.05,TUP,6.7,(blank)
2,I6,O,61,14.31,CHO,6.7,(blank)
2,C5,D,113,14.91,SAS,6.6,9.3
2,E7,O,236,12.73,CHO,6.6,(blank)
2,J5,O,59,5.32,REM,6.6,(blank)
2,E3,O,73,10.18,REM,6.5,(blank)
2,E3,O,238,15.63,REM,6.5,(blank)
2,I5,O,268,8.93,SUM,6.5,20.6
2,S5,O,65,6.09,AMB,6.5,(blank)
2,E1,O,260,12.06,SUM,6.3,(blank)
2,F2,O,236,10.7,SUM,6.3,(blank)
2,G5,O,194,14.38,SUM,6.3,(blank)
2,R5,O,116,11.19,SUM,6.3,(blank)
2,C7,D,176,16.29,TUP,6.2,15.7
2,E1,O,142,14.91,BAS,6.2,(blank)
2,F2,O,83,10.1,SAS,6.2,(blank)
2,I3,D,212,7.2,SAS,6.2,7.3
2,I4,O,84,13.12,FLD,6.2,(blank)
2,J5,D,340,13.97,WHO,6.2,12.2
2,C5,D,74,14.28,SAS,6.1,5.7
2,H3,D,340,17.68,SAS,6.1,11.5
2,I3,D,241,12.14,SAS,6,6.1
2,P6,D,149,11.5,SAS,6,3.4
2,I4,D,271,14.34,TUP,5.4,17.6
2,I3,D,NA,NA,SAS,,(blank)
2,I3,D,NA,NA,SAS,,(blank)
2,N4,D,NA,NA,TUP,,NA
2,O5,D,NA,NA,TUP,,(blank)
2,P5,D,NA,NA,SUM,,(blank)
2,Q6,D,NA,NA,UNK,,NA
2,D6,O,220,16.93,SUM,8.5,(blank)
2,D7,O,348,13.13,SCO,7.7,19.9
2,F6,O,135,15.47,REM,7.7,(blank)
2,C7,O,171,17.58,SUM,7.1,(blank)
2,F1,O,105,13.54,REE,6.9,14.8
2,F7,O,28,2.35,REM,6.6,(blank)
2,I2,O,0,13.28,SUM,6.5,19.4
2,G2,O,25,16.09,SUM,6.4,(blank)
2,G2,O,77,8.77,SUM,6.4,(blank)
2,P6,O,347,10.4,SUM,6.4,(blank)
2,S5,O,255,4.17,SUM,6.4,(blank)
2,D1,O,61,12.26,SUM,6.3,(blank)
2,F4,O,300,6.91,REM,6.3,14.3
2,Q7,O,355,16.06,SUM,6.3,(blank)
2,D1,O,326,4.75,SUM,6.2,16.4
2,D6,O,90,5.07,SUM,6.2,22.9
2,E1,O,293,5.51,SUM,6.2,(blank)
2,I4,O,194,10.24,SAS,6.2,(blank)
2,J6,O,306,7.47,CHO,6.2,(blank)
2,D3,O,165,10.35,REM,6.1,18.1
2,F3,D,182,10.3,UNK,6.1,6.8
2,L5,O,260,12.47,SUM,6.1,(blank)
2,M4,O,180,14.21,PIH,6.1,16.7
2,N4,O,41,11.17,SUM,6.1,(blank)
2,B6,O,38,7.51,VIP,5.8,(blank)
2,I3,D,134,17.08,SAS,5.5,missing
2,B6,D,NA,NA,REP,,(blank)
2,C6,D,NA,NA,SAS,,
2,N4,D,NA,NA,TUP,,NA
2,Q4,D,NA,NA,BAS,,NA
2,F7,O,258,7.76,SCO,7.4,18.9
2,F7,O,177,11.48,CHO,6.9,(blank)
2,F7,O,239,9.94,CHO,6.9,(blank)
2,D7,O,330,16.29,CHO,6.7,(blank)
2,F7,O,101,5.89,TUP,6.7,18
2,Q7,O,224,12.93,SUM,6.7,(blank)
2,C7,O,312,17.03,TUP,6.6,(blank)
2,F7,O,149,13.73,AMB,6.6,(blank)
2,F7,O,234,8.59,REM,6.6,(blank)
2,F7,O,256,13.36,REM,6.6,(blank)
2,H6,O,60,12.08,AMB,6.6,(blank)
2,A6,O,172,13.37,SCO,6.5,(blank)
2,B4,O,254,14.96,REM,6.5,17.3
2,F1,O,321,11.52,BAS,6.5,(blank)
2,F2,O,33,3.19,SAS,6.5,22.6
2,H2,O,20,7.02,SUM,6.4,20.8
2,H5,O,22,8.03,PIH,6.3,(blank)
2,Q4,O,191,15.61,REE,6.3,14.6
2,E7,O,338,4.14,SAS,6.2,(blank)
2,F2,O,237,10.7,SUM,6.2,(blank)
2,F3,O,228,16.09,SUM,6.2,(blank)
2,J4,O,273,15.06,BLG,6.2,16.1
2,J5,O,7,17.15,SHH,6.2,(blank)
2,Q7,O,268,13.47,SUM,6.2,(blank)
2,D1,O,84,17.04,SUM,6.1,(blank)
2,D3,O,207,7.83,REM,6.1,(blank)
2,E5,O,110,7.35,SUM,6.1,13.4
2,F7,O,43,10.39,TUP,6.1,(blank)
2,I3,D,182,14.57,SAS,6.1,7.2
2,M4,O,342,10.11,SHH,6.1,(blank)
2,B6,D,165,11.25,SCO,6,14.5
2,G5,O,175,7.96,SUM,6,(blank)
2,G5,O,240,15.92,REM,6,(blank)
2,I3,D,145,15.44,SAS,6,5.3
2,I4,O,84,17.84,FLD,6,(blank)
2,Q4,O,340,11.98,REE,6,(blank)
2,P5,O,154,7.11,SUM,5.9,(blank)
2,R5,O,296,17.05,SUM,5.9,(blank)
2,E5,D,221,NA,SAS,5.8,12.7
2,I3,D,190,13.41,SAS,5.8,9.4
2,I3,D,292,12.79,SAS,5.8,9
2,R5,O,132,11.84,SUM,5.7,(blank)
2,I3,D,267,16.9,SAS,5.5,5.3
2,L4,S,281,5.53,SUM,2.5,(blank)
2,E1,,NA,NA,SUM,,(blank)
2,J3,D,NA,NA,SHH,,NA
2,P6,D,NA,NA,SAS,,(blank)
2,I2,O,234,15.11,AMS,8.7,(blank)
2,F6,O,103,6.68,REM,8.2,(blank)
2,E7,O,54,14.42,CHO,6.9,(blank)
2,H7,O,234,5.54,PIH,6.8,19.6
2,C7,O,75,12.07,TUP,6.7,(blank)
2,G5,O,151,12.27,REM,6.7,(blank)
2,M3,O,330,9.55,BAS,6.7,(blank)
2,D6,O,165,9.75,SUM,6.6,(blank)
2,H6,O,151,8.05,REM,6.6,(blank)
2,F7,O,171,6.91,TUP,6.5,17.1
2,C5,O,211,10.64,REM,6.4,(blank)
2,D7,O,38,11.82,REM,6.3,(blank)
2,F7,O,230,10.75,SAS,6.3,(blank)
2,O5,O,86,8.32,TUP,6.3,18.7
2,E3,O,144,13.79,SUM,6.2,(blank)
2,E7,O,0,6.01,SAS,6.2,11.5
2,D1,O,135,12.41,SUM,6.1,(blank)
2,E1,O,352,12.71,TUP,6.1,(blank)
2,M4,O,279,13.44,PIH,6.1,(blank)
2,E1,O,202,5.57,SUM,6,(blank)
2,E1,O,241,11.52,SUM,6,(blank)
2,F5,O,173,4.38,SUM,6,(blank)
2,H6,O,281,13.33,PIH,6,14.6
2,J3,O,29,14.49,SUM,6,(blank)
2,B5,D,133,7.73,SHH,5.9,16.6
2,I5,O,197,14.37,WHO,5.9,(blank)
2,O5,O,64,6.77,TUP,5.9,(blank)
2,S5,O,200,9.67,PIH,5.9,(blank)
2,H6,D,308,13.9,SAS,5.8,8.4
2,Q6,D,170,6.97,SAS,5.8,9.3
2,P5,O,285,15.72,SUM,5.7,(blank)
2,F2,D,213,16.5,CHO,5.5,11.2
2,I2,O,210,11.08,FLD,5.5,(blank)
2,Q4,D,260,3.41,BAS,5.5,13.2
2,J4,O,67,3.99,SUM,5.1,6.1
2,J4,D,34,10.15,SAS,4.7,5
2,I3,D,NA,NA,SAS,,(blank)
2,I3,D,NA,NA,SAS,,(blank)
2,R6,D,NA,NA,TUP,,(blank)
2,N4,D,5,9.64,TUP,7.4,5.2
2,I6,O,342,16.53,REM,7.1,(blank)
2,E7,O,30,11.26,BLO,6.9,(blank)
2,I4,O,39,8.49,SUM,6.7,(blank)
2,F7,O,105,11.66,REM,6.6,(blank)
2,F7,O,185,10.21,CHO,6.6,(blank)
2,F2,O,59,5.87,REM,6.5,(blank)
2,G4,O,101,10.19,REM,6.5,(blank)
2,P4,O,303,14.52,SUM,6.5,(blank)
2,G7,O,283,9.21,REM,6.4,(blank)
2,I2,O,137,11.54,AMB,6.4,(blank)
2,E7,O,144,8.68,CHO,6.3,(blank)
2,C1,O,147,9.39,SUM,6.2,(blank)
2,M3,O,340,13.28,MUS,6.2,(blank)
2,N4,O,230,15.24,SUM,6.2,(blank)
2,P5,O,351,10.01,SAS,6.1,(blank)
2,Q4,O,86,13.65,TUP,6.1,(blank)
2,H4,O,350,11.88,SUM,6,(blank)
2,J2,O,220,11.37,IRO,6,(blank)
2,M3,O,19,9.36,IRO,6,16.3
2,M4,O,84,7.99,SUM,6,16.2
2,J2,D,20,9.57,WHA,5.9,21.2
2,K6,O,31,14.25,SUM,5.9,(blank)
2,R5,O,345,14.43,SUM,5.9,(blank)
2,G4,D,12,NA,SAS,5.8,10.2
2,H5,O,91,16.98,REM,5.8,(blank)
2,H5,O,107,15.77,PIH,5.8,(blank)
2,Q5,O,106,8.09,SUM,5.8,(blank)
2,L3,D,326,10.8,SAS,5.7,3.4
2,B4,D,357,14.65,SAS,5.5,4
2,O5,D,147,13.77,TUP,5.5,12.7
2,E7,O,141,16.8,CHO,4.8,(blank)
2,C7,D,NA,NA,TUP,,(blank)
2,D7,D,NA,NA,WHA,,NA
2,F1,D,NA,NA,TUP,,(blank)
2,J4,D,NA,NA,SAS,,(blank)
2,K4,D,NA,NA,FLD,,(blank)
2,Q6,D,NA,NA,SAS,,NA
2,I2,O,298,11.25,SUM,7.4,(blank)
2,F7,O,3,13.54,CHO,7,17.7
2,I2,O,135,4.88,AMB,6.8,6.3
2,C7,O,210,12.66,BAS,6.7,(blank)
2,B4,O,344,10.54,SUM,6.3,(blank)
2,D5,O,135,7.81,REM,6.3,(blank)
2,G3,O,38,16.17,SUM,6.3,(blank)
2,H3,O,344,7.7,SUM,6.2,18.5
2,M3,O,334,6.95,SUM,6.2,(blank)
2,F6,O,340,13.12,REM,6.1,(blank)
2,F7,O,174,9.02,BLO,6.1,17.5
2,Q7,O,248,6.34,SUM,6.1,(blank)
2,E7,O,44,4.63,CHO,6,(blank)
2,F1,O,77,1.09,TUP,6,13.5
2,G2,O,138,10.8,SUM,6,(blank)
2,J5,O,235,12.85,SUM,6,(blank)
2,B5,O,56,10.2,BLG,5.9,(blank)
2,B5,O,184,13.29,REM,5.9,(blank)
2,E3,O,123,3.54,PIH,5.9,17
2,G5,O,327,6.9,SUM,5.9,(blank)
2,L5,O,247,11.94,SUM,5.9,(blank)
2,D1,O,107,16.8,SUM,5.8,(blank)
2,H6,O,251,14.24,PIH,5.8,(blank)
2,R5,O,153,8.96,SUM,5.8,(blank)
2,B4,O,346,11.5,NRO,5.7,(blank)
2,E1,D,80,15.71,SAS,5.7,4.9
2,G3,O,35,4.98,SUM,5.7,(blank)
2,O4,O,1,14.39,SUM,5.7,(blank)
2,P5,O,332,15,SUM,5.7,(blank)
2,Q5,O,64,8.63,AMB,5.7,(blank)
2,G4,D,336,NA,SAS,5.6,9.3
2,R5,O,95,13.32,SUM,5.6,(blank)
2,R5,O,359,14.94,SUM,5.6,(blank)
2,R6,O,146,16.31,SUM,5.6,(blank)
2,F6,D,0,6.86,SAS,5.5,3.4
2,C4,O,69,6.44,CHO,4.7,(blank)
2,A5,D,NA,NA,SUM,,NA
2,D3,D,NA,NA,SUM,,NA
2,F4,D,NA,NA,CHO,,NA
2,G2,D,NA,NA,SUM,,(blank)
2,I3,D,NA,NA,SAS,,(blank)
2,K4,D,NA,NA,FLD,,(blank)
2,O4,D,NA,NA,SUM,,NA
2,F6,O,134,16.43,REM,7.6,(blank)
2,I6,O,319,17.75,REM,7.2,(blank)
2,Q6,O,354,9.06,SUM,6.9,21.4
2,C7,O,82,12.67,BAS,6.7,16.4
2,F7,O,303,16.25,CHO,6.7,(blank)
2,P6,O,66,10.4,SUM,6.7,16.7
2,H3,O,70,10.98,SUM,6.4,(blank)
2,D5,O,260,13.97,AMB,6.3,(blank)
2,S5,O,183,10.86,SUM,6.3,12.6
2,O4,O,165,8.42,SUM,6.2,14.6
2,B6,O,91,14.11,SAS,6.1,NA
2,B4,O,202,12.88,SUM,6,(blank)
2,F3,D,144,15.32,SUM,6,7
2,B6,D,100,8.8,SCO,5.9,5.9
2,F7,O,312,15.35,CHO,5.9,(blank)
2,B5,O,258,14.74,REM,5.8,(blank)
2,C4,O,303,11.92,REM,5.8,(blank)
2,G3,O,10,12.37,PIH,5.8,21.1
2,H3,O,11,9.38,SUM,5.8,17.9
2,F6,O,198,11.26,FLD,5.7,(blank)
